id_these,ID_hackathon_auteur,titre,nom_auteur,prenom_auteur,genre_auteur,annee_promo,sujet_date_min,sujet_date_max,url
ENCPOS_1920_07,h2407,Les réfugiés Huguenots et Wallons dans le Palatinat du Rhin du XVIe siècle à la Révolution,Paul,André,male,1920,1904,1789,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1920_07
ENCPOS_1920_08,h2897,"L’architecture religieuse de la Renaissance à Paris, dans le Parisis et le Vexin",Terrasse,Charles,male,1920,1904,1599,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1920_08
ENCPOS_1920_NEXT,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1920_NEXT
ENCPOS_1920_PREV,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1920_PREV
ENCPOS_1920b_01,h0733,Étude historique sur l’évolution de l’abbaye de Pontigny,Courtet,André,male,1920,1901,1789,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1920b_01
ENCPOS_1920b_02,h0839,Essai sur l’évolution du service militaire en France depuis Charlemagne jusqu’à Philippe le Bel,Delemer,Adolphe,male,1920,1902,1314,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1920b_02
ENCPOS_1920b_03,h2408,Le cardinal Melchior de Polignac (1661-1741),Paul,Pierre,male,1920,1904,1741,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1920b_03
ENCPOS_1920b_NEXT,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1920b_NEXT
ENCPOS_1920b_PREV,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1920b_PREV
ENCPOS_1921_01,h0020,"Les châteaux des vicomtés de Béziers, Albi et Carcassonne pendant la croisade albigeoise (21 juillet 1209-juin 1211)",Alquier,Prosper,male,1921,1903,1211,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_01
ENCPOS_1921_02,h0048,Dix-sept églises de l’Ile de la Cité. Essai historique et archéologique,Arrivot,Marie-Louise,female,1921,1901,1789,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_02
ENCPOS_1921_03,h0177,L’abbaye cistercienne de la Noë et l’organisation de son domaine entre Evreux et Conches (1166-1250),Béguin,Maurice,male,1921,1903,1250,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_03
ENCPOS_1921_04,h0188,La Provence sous Raymond-Béranger V. Étude sur le gouvernement du Comte suivie d’un recueil de ses actes (1209-1245),Benoit,Fernand,male,1921,1903,1245,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_04
ENCPOS_1921_05,h0789,Étude historique sur le Chapitre de Saint-Honoré de Paris,Daucet,Raymond,male,1921,1901,1789,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_05
ENCPOS_1921_06,h1152,Étude sur la vie de saint Honorat de Raimon Féraut,Flachaire De Roustan,Renée,female,1921,1903,1350,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_06
ENCPOS_1921_07,h1656,La dévolution possessoire dans la coutume de Bretagne. Acquisition de la possession par les successeurs du défunt dans la coutume de Bretagne,Joüon Des Longrais,Frédéric,male,1921,1901,1789,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_07
ENCPOS_1921_08,h2232,Le régime seigneurial dans le Maine au XVIIIe siècle,"Monneraye, de la",Jean,male,1921,1904,1799,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_08
ENCPOS_1921_09,h1956,Le Comte de Poitiers. Roman d’aventure publié dans le manuscrit unique de l’Arsenal,Lesourd,Paul,male,1921,1903,1299,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_09
ENCPOS_1921_10,h1972,Histoire du Collège de la Marche et de Winville en l’Université de Paris,Lévy,Pierre,male,1921,1903,1793,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_10
ENCPOS_1921_11,h2076,Les Brisures des Armes de France,Marchand,Jean,male,1921,1903,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_11
ENCPOS_1921_12,h2115,L’affaire des évêques simoniaques bretons et l’érection de Dol en métropole (848-850),Martin,Louis,male,1921,1902,850,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_12
ENCPOS_1921_13,h2523,"Le De disciplina scholarium. Traité du XIIIe siècle faussement attribué à Boëce, publié avec une introduction et des notes",Porcher,Jean,male,1921,1903,1299,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_13
ENCPOS_1921_14,h2556,"Le formulaire de Tréguier, publié avec une introduction et des notes",Prigent,René,male,1921,1903,1350,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_14
ENCPOS_1921_15,h2618,Étude sur le suffixe -acus dans la formation des noms de lieu français,Renié,Colette,female,1921,1901,1921,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_15
ENCPOS_1921_16,h2842,Introduction historique à l’édition du Livre des fais et bonnes meurs du sage roy Charles V de Christine Pisan,Solente,Suzanne,female,1921,1903,1404,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_16
ENCPOS_1921_17,h3014,"Étude sur l’abbaye d’Almenêches, de sa fondation à l’an 1599",Vendel,Henri,male,1921,1901,1599,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_17
ENCPOS_1921_NEXT,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_NEXT
ENCPOS_1921_PREV,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921_PREV
ENCPOS_1921b_01,h1701,Le rôle des assemblées générales du clergé de France en matière d’imprimerie et de librairie,"La Borie De La Batut, De",Guy,male,1921,1904,1989,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921b_01
ENCPOS_1921b_PREV,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1921b_PREV
ENCPOS_1922_01,h0124,Essai sur le guet ordinaire à Paris. Son organisation de 1364 à 1559. Son évocation depuis la réforme de 1559 jusqu’à l’établissement des « cavaliers de l’ordonnance » en 1666,Barroux,André,male,1922,1903,1666,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1922_01
ENCPOS_1922_02,h0126,Pierre de la Ramée et son influence philosophique. Essai sur l’histoire de l’idée de méthode à l’époque de la Renaissance,Barroux,Robert,male,1922,1904,1599,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1922_02
ENCPOS_1922_03,h0139,"L’Ordre de chevalerie. Conte en vers du XIIIe siècle, publié avec une introduction et des notes",Bataille,Georges,male,1922,1903,1299,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1922_03
ENCPOS_1922_04,h0177,L’abbaye de la Noë et ses chartes,Béguin,Maurice,male,1922,1901,1699,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1922_04
ENCPOS_1922_05,h0407,Recouvrement de la Normandie (1449-1450),Bouvier,Alice,female,1922,1903,1450,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1922_05
ENCPOS_1922_06,h0443,La ville de Salon au Moyen Âge. Le régime seigneurial. Le régime municipal. La vie économique,Brun,Robert,male,1922,1901,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1922_06
ENCPOS_1922_07,h0466,Les Grands-Jours d’Auvergne tenus à Riom en 1546,Burias,Léon,male,1922,1904,1546,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1922_07
ENCPOS_1922_08,h0675,"Pierre Bérard, (avant 1400-1465) et la réforme municipale de Tours en 1462",Collon,Georges,male,1922,1903,1465,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1922_08
ENCPOS_1922_09,h1013,Essai sur les caractères juridiques et économiques des Bastides de l’Astarac et du Pardiac d’après leurs titres de fondation,Dupont,François,male,1922,1903,1373,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1922_09
ENCPOS_1922_10,h1422,"Essai historique sur le Collège du Plessis, de l’Université de Paris (1318-1797)",Griveaud,Martial,male,1922,1903,1797,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1922_10
ENCPOS_1922_11,h1647,L’expédition de la Corse (1553-1559). Épisode de la rivalité franco-espagnole dans la Méditerranée occidentale,Joly,Henry,male,1922,1904,1559,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1922_11
ENCPOS_1922_12,h2134,L’église abbatiale Saint-Ouen de Rouen. Étude archéologique,Masson,André,male,1922,1901,1699,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1922_12
ENCPOS_1922_13,h2177,Étude sur le Cartulaire historique de l’abbaye de Saint-Père de Chartres,Merlet,François,male,1922,1901,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1922_13
ENCPOS_1922_14,h2202,L’abbaye Saint-Père de Chartres. Étude archéologique sur l’église abbatiale et les bâtiments monastiques,Michon,Louis-Marie,male,1922,1901,1789,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1922_14
ENCPOS_1922_NEXT,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1922_NEXT
ENCPOS_1922_PREV,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1922_PREV
ENCPOS_1923_01,h0214,Études critiques sur les chartes des comtes de Flandre pour l’abbaye de Saint-Bertin,Bernard,Pierre,male,1923,1901,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1923_01
ENCPOS_1923_02,h0389,Essai sur l’histoire de l’échevinage de Reims jusqu’à la création du Conseil de ville en 1358,Bourgeois,Rémi,male,1923,1902,1358,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1923_02
ENCPOS_1923_03,h0795,Les comtés de Bar et de Verdun jusqu’au milieu du XIIe siècle. Étude de géographie historique,Davillé,Camille,male,1923,1902,1150,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1923_03
ENCPOS_1923_04,h0840,"L’abbaye de Montier-en-Der, des origines à la fin du XVe siècle",Delessard,Léon,male,1923,1901,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1923_04
ENCPOS_1923_05,h0919,La propriété foncière en Anjou du IXe siècle à la fin du XIIIe siècle. Étude sur la condition des personnes et des terres,Dillay,Madeleine,female,1923,1902,1299,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1923_05
ENCPOS_1923_06,h1382,Histoire de l’amirauté de Guyenne,Gouron,Marcel,male,1923,1904,1792,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1923_06
ENCPOS_1923_07,h1403,"Étude diplomatique sur les Actes de Louis II le Bègue, Louis III et Carloman, rois de France (877-884), suivie d’un catalogue d’actes",Grat,Félix,male,1923,1902,884,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1923_07
ENCPOS_1923_08,h2186,"Essai sur l’histoire de la noblesse immédiate de la Basse-Alsace, depuis l’origine jusqu’au traité de Westphalie (1648)",Metzger,Lucien,male,1923,1901,1648,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1923_08
ENCPOS_1923_09,h2337,Les comtes de Boulogne de la fin du IXe au début du xie siècle,Odend’hal,Gabrielle,female,1923,1902,1050,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1923_09
ENCPOS_1923_10,h2493,La lutte contre les Anglais en Anjou pendant la première moitié du XVe siècle,Planchenaut,René,male,1923,1903,1450,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1923_10
ENCPOS_1923_11,h2904,"Les comtes de Blois, Guy I, Louis I et Louis II de Chatillon (1301-1372)",Tessier,Georges,male,1923,1903,1372,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1923_11
ENCPOS_1923_12,h2927,Les comtes de la Marche de la maison de Charroux (Xe siècle–1177),Thomas,Georges,male,1923,1902,1177,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1923_12
ENCPOS_1923_NEXT,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1923_NEXT
ENCPOS_1923_PREV,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1923_PREV
ENCPOS_1924_01,h0078,Les comtes de Périgord et leurs domaines de Périgord et de Quercy au XIVe siècle,Avezou,Robert,male,1924,1903,1399,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_01
ENCPOS_1924_02,h0091,Les maîtres des requêtes de l’hôtel du roi depuis l’avènement de Jean le Bon jusqu’à l’Édit de Compiègne (1350-août 1553),Bailhache,Georges,male,1924,1903,1553,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_02
ENCPOS_1924_03,h0223,La sénéchaussée de Poitou de la mort d’Alphonse de Poitiers à l’occupation anglaise (21 août 1271-1361). Étude sur l’administration royale,"Berranger, De",Henri,male,1924,1903,1361,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_03
ENCPOS_1924_04,h0319,Histoire des abbayes de Saint-Rion et de Beauport au diocèse de Saint-Brieuc depuis les origines jusqu’en 1630,Bonnaire,Étienne,male,1924,1901,1630,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_04
ENCPOS_1924_05,h0563,Étude sur la géographie historique et l’histoire de l’évêché d’Arisitum du vie au viiie siècle,Chamson,André,male,1924,1901,799,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_05
ENCPOS_1924_06,h0832,"Les rapports de Jean II d’Avesnes, comte de Hainaut, avec le royaume de France jusqu’à l’alliance franco-hennuyère (1280-1297)",Delcambre,Étienne,male,1924,1903,1297,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_06
ENCPOS_1924_07,h0900,Une famille seigneuriale aux XIIe et XIIIe siècles. La famille de Garlande,Despont,Joseph,male,1924,1903,1299,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_07
ENCPOS_1924_08,h1193,La lettre de Jean Sarrasin à Nicolas Arrode,Foulet,Alfred L.,male,1924,1903,1249,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_08
ENCPOS_1924_09,h1364,Le commerce avec le Levant sous Louis XI,Gondy,Jean-Baptiste,male,1924,1903,1483,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_09
ENCPOS_1924_10,h1505,Les romans de Girart de Roussillon aux XIVe et au XVe siècle. Recherches sur leur esprit et leur composition,Haumont,Jacques,male,1924,1903,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_10
ENCPOS_1924_11,h1626,"Étude sur François Regnault, libraire et imprimeur à Paris (1500-1541), suivi d’un catalogue de ses éditions",Jaulme,André,male,1924,1904,1541,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_11
ENCPOS_1924_12,h2099,Neufchâteau en Lorraine au Moyen Âge,Marot,Pierre,male,1924,1902,1475,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_12
ENCPOS_1924_13,h2191,Histoire de la paroisse Saint-Jacques de la Boucherie des origines à 1600,Meurgey,Jacques,male,1924,1901,1600,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_13
ENCPOS_1924_14,h2203,La diplomatie du comte de Vergennes et la liberté de l’Escaut (1784-1785),Migeot,Raymond,male,1924,1904,1785,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_14
ENCPOS_1924_15,h2601,"Les Assises de Romanie, édition critique avec une introduction et des notes",Recoura,Georges,male,1924,1903,1346,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_15
ENCPOS_1924_16,h2949,Histoire du comté de Forcalquier (XIIe siècle),"Tournadre, De",Guy,male,1924,1903,1199,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_16
ENCPOS_1924_17,h3054,Le latin des diplômes royaux et chartes privées à l’époque mérovingienne,Vielliard,Jeanne,female,1924,1901,751,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_17
ENCPOS_1924_NEXT,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_NEXT
ENCPOS_1924_PREV,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1924_PREV
ENCPOS_1925_01,h0147,"Histoire de l’abbaye des Fossés, des origines à l’année 925, examen critique des sources narratives et diplomatiques",Baudot,Marcel,male,1925,1901,925,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1925_01
ENCPOS_1925_02,h0245,"Essai sur le régime des terres en Angoumois et plus spécialement au nord de cette province, depuis les invasions normandes jusqu’à la guerre de Cent ans",Betgé-Lagarde,André,male,1925,1902,1453,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1925_02
ENCPOS_1925_03,h0319,"Histoire des abbayes de Saint-Rion et de Beauport, de leur fondation jusqu’à l’introduction de la réforme des Prémontrés dans Beauport, le 14 novembre 1630",Bonnaire,Étienne,male,1925,1901,1630,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1925_03
ENCPOS_1925_04,h0434,Les Hôtes dans le Moyen Âge,Brouard,Charles,male,1925,1901,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1925_04
ENCPOS_1925_05,h1092,Essai sur l’histoire des évêques de Rodez des origines du diocèse au XIVe siècle,Fabre,André,male,1925,1901,1399,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1925_05
ENCPOS_1925_06,h1272,La liquidation des biens de l’ordre du Temple dans le sud-ouest de la France,"Gaulejac, De",Bernard,male,1925,1903,1399,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1925_06
ENCPOS_1925_07,h1573,L’abbaye Notre-Dame de Déols (917-1627),Hubert,Jean,male,1925,1902,1627,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1925_07
ENCPOS_1925_08,h1919,Essai de restitution du Liber de honoribus Sancto Juliano collatis (cartulaire de Saint-Julien de Brioude),Lemerle,Anne,female,1925,1902,999,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1925_08
ENCPOS_1925_09,h2225,Les chartes constitutives de la bourgeoisie de Neuchâtel-le-Lac au Moyen Âge,Moll,Robert,male,1925,1903,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1925_09
ENCPOS_1925_10,h2257,Étude sur le comté de Vertus des origines à 1602,Morgand,Arthur,male,1925,1901,1602,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1925_10
ENCPOS_1925_11,h0257,"Jean de Roquetaillade, moine franciscain du XIVe siècle : sa vie et ses œuvres",Odier,Jeanne,female,1925,1903,1399,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1925_11
ENCPOS_1925_12,h2342,Le Temporel des Prieurés simples dépendant de Saint-Martin-des-Champs. Inventaire de leurs biens au XIVe siècle,Olivier,Suzanne,female,1925,1903,1399,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1925_12
ENCPOS_1925_13,h2384,Les instruments de musique au XIVe siècle,Parent,Denise,female,1925,1903,1399,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1925_13
ENCPOS_1925_14,h2545,Étude sur le chapitre de Saint-Nicolas de Montluçon,Pradel,Pierre,male,1925,1901,1789,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1925_14
ENCPOS_1925_15,h2929,"Jean de Malestroit, chancelier de Bretagne, évêque de Saint-Brieuc (1404-1419) et de Nantes (1419-1443)",Thomas-Lacoix,Pierre,male,1925,1903,1443,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1925_15
ENCPOS_1925_NEXT,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1925_NEXT
ENCPOS_1925_PREV,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1925_PREV
ENCPOS_1926_01,h0007,"Prégent de Coëtivy, amiral de France (1400?-1450)",Aimès,Paul,male,1926,1903,1450,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_01
ENCPOS_1926_02,h0057,"Histoire et développement économique d’une abbaye cistercienne, Bellevaux en Franche-Comté (XIIe-XVIe siècle)",Aubert,Anne-Marie,female,1926,1901,1789,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_02
ENCPOS_1926_03,h0564,Histoire de l’abbaye bénédictine de Psalmodi des origines à l’année 1099,Chamson-Mazauric,Lucie,female,1926,1901,1099,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_03
ENCPOS_1926_04,h0991,Catalogue des actes des comtes supérieurs et palatins de Bourgogne d’Othon Guillaume à Othon IV (1004-1303),Duhem,Gustave-Bernard,male,1926,1902,1303,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_04
ENCPOS_1926_05,h1089,"Catalogue des sceaux du Poitou jusqu’en 1515, précédé d’une étude sur leurs caractéristiques",Eygun,François,male,1926,1901,1515,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_05
ENCPOS_1926_06,h1179,Deux Bourguignons au service du roi de France (1355-1420). La vie politique de Philippe et de Charles de Savoisy,Forestier,Henri,male,1926,1903,1420,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_06
ENCPOS_1926_07,h1230,L’hagiographie dans le marquisat de Flandre et le duché de Basse-Lotharingie au xie siècle,"Gaiffier D’hestroy, De",Baudouin,male,1926,1902,1099,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_07
ENCPOS_1926_08,h1470,Histoire de la formation et des institutions de la châtellenie de Roannais sous les comtes de Forez,Guilloud De Courville,Jean,male,1926,1903,1372,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_08
ENCPOS_1926_09,h1512,Le château de Loches. Étude historique et archéologique,Héliot,Pierre M. L.,male,1926,1901,1789,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_09
ENCPOS_1926_10,h1537,Étude historique sur la communauté de la Grande Boucherie de Paris au Moyen Âge,Héron De Villefosse,René,male,1926,1902,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_10
ENCPOS_1926_11,h1775,Les clercs notaires et secrétaires du roi et la Grande Chancellerie sous Louis XI,Lapeyre,André,male,1926,1903,1483,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_11
ENCPOS_1926_12,h2057,Un port normand au Moyen Âge. Honfleur du XIIIe siècle à la fin du XVe siècle,Mallon,Jean,male,1926,1903,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_12
ENCPOS_1926_13,h2098,La chronique dite du doyen de Saint-Thiébaut de Metz ou Histoire de Metz véritable (1231-1445). Édition précédée d’une introduction critique,Marot,Marthe,female,1926,1903,1445,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_13
ENCPOS_1926_14,h2215,Vie politique de Tanguy du Chastel,Mirot,Albert,male,1926,1903,1449,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_14
ENCPOS_1926_15,h2342,Étude sur le registre Bertrand de Saint-Martin-des-Champs,Olivier,Suzanne,female,1926,1903,1347,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_15
ENCPOS_1926_16,h2438,Les institutions municipales de Lyon à la fin du XVe siècle (1461-1495),Perrat,Charles,male,1926,1903,1495,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_16
ENCPOS_1926_17,h2711,Pierre Pithou (1539-1596),"Rosanbo, De",Louis,male,1926,1904,1596,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_17
ENCPOS_1926_18,h3017,Les États du Mâconnais aux XIVe et XVe siècles,Verdat,Marguerite,female,1926,1903,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_18
ENCPOS_1926_NEXT,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_NEXT
ENCPOS_1926_PREV,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1926_PREV
ENCPOS_1927_01,h0150,"Négociations et campagnes de Rodolphe de Hocheberg, marquis de Rothelin et comte de Neuchâtel, gouverneur de Luxembourg",Bauer,Édouard,male,1927,1903,1487,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1927_01
ENCPOS_1927_02,h0251,"La vie rurale dans l’archidiaconé de Josas, depuis la fin de la guerre de Cent ans jusqu’au début des guerres de Religion",Bezard,Yvonne,female,1927,1903,1540,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1927_02
ENCPOS_1927_03,h0486,"Jean, bâtard de Bourbon (1413?-1485), évêque du Puy (1443-1485)), abbé de Cluny 1456-1485)",Caillet,Pierre,male,1927,1903,1485,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1927_03
ENCPOS_1927_04,h0770,Ulrich de Strasbourg O.P. (mort en 1277). Notice littéraire et édition des deux premiers livres de la Summa de Bono,Daguillon,Jeanne,female,1927,1903,1277,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1927_04
ENCPOS_1927_05,h1007,Histoire de la ville de Saint-Pourçain (XIIe-XVIe siècle),Dupic,Jeanne,female,1927,1903,1599,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1927_05
ENCPOS_1927_06,h1277,"L’histoire et les institutions de Grasse, depuis les origines du Consulat jusqu’à la réunion de la Provence à la Couronne (1155-1482)",Gauthier,Gilette,female,1927,1903,1482,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1927_06
ENCPOS_1927_07,h1723,"Prévostin de Crémone, chancelier de l’Université de Paris de 1206 à 1209",Lacombe,Georges,male,1927,1903,1209,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1927_07
ENCPOS_1927_08,h1901,Les origines et les premières réformes de Saint-Cybard d’Angoulême. Histoire chronologique (VIe-XIIe siècles) suivie d’une étude sur les archives et le cartulaire de cette abbaye,Lefrancq,Paul,male,1927,1901,1199,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1927_08
ENCPOS_1927_09,h1908,"Un contemporain de la Pléiade : Guy le Fèvre de la Boderie, poète chrétien",Lelièvre,Pierre,male,1927,1904,1598,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1927_09
ENCPOS_1927_10,h2089,"Les traductions provençales du Livre de Sidrach, précédées d’un classement des manuscrits français",Marichal,Robert,male,1927,1903,1350,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1927_10
ENCPOS_1927_11,h2343,Les Institutes de Justinien en français. Texte critique publié avec une introduction,Olivier Martin,Félix,male,1927,1902,1499,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1927_11
ENCPOS_1927_12,h2193,"Les « Questions » de Philippe le Chancelier, chancelier de Paris. (Tractatus de bono nature et de bono in genere), avec une introduction sur la vie et les œuvres théologiques de l’auteur",Meylan,Henri,male,1927,1903,1236,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1927_12
ENCPOS_1927_13,h2231,Histoire de la guerre de Cent ans en Velay de 1358 à 1392,Monicat,Jacques,male,1927,1903,1392,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1927_13
ENCPOS_1927_14,h2638,L’abbaye d’Obazine en Bas-Limousin. Étude historique et archéologique,"Ribier, de",Jean-Jérôme,male,1927,1903,1731,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1927_14
ENCPOS_1927_15,h2887,Les sources de la législation ecclésiastique dans la province tarraconaise depuis les origines jusqu’à Gratien,Tarré,Jean,male,1927,1901,1150,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1927_15
ENCPOS_1927_NEXT,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1927_NEXT
ENCPOS_1927_PREV,,,,,,,,,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1927_PREV
ENCPOS_1928_01,h0021,Les écrits théoriques concernant la pauvreté évangélique depuis Pierre Jean-Olieu jusqu’à la bulle Cum inter nonnullos (12 novembre 1323),"Alverny, D’",Marie-Thérèse,female,1928,1903,1298,https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1928_01
