id_these;ID_hackathon_auteur;titre;nom_auteur;prenom_auteur;genre_auteur;annee_promo;sujet_date_min;sujet_date_max;url;id_hackaton;Places
ENCPOS_1902_05;h1454;Étude sur la condition des classes agricoles en Franche-Comté du XIIe au XIVe siècle;Guignard;Fernand;male;1902;1903;1399;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1902_05;h1454;Franche
ENCPOS_1902_06;h1571;La régence du duc de Bedford à Paris de 1422 à 1435;Huard;Robert;male;1902;1903;1435;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1902_06;h1571;Paris
ENCPOS_1902_07;h1684;La diplomatie française et l’indépendance du Portugal au XVIIe siècle;Knight;Jean;male;1902;1904;1699;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1902_07;h1684;Portugal
ENCPOS_1902_09;h1851;Étude sur la forêt de Villers-Cotterets (forêt de Retz);Le Pelletier;Louis;male;1902;1898;1902;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1902_09;h1851;forêt de Retz
ENCPOS_1902_11;h2431;Étude sur les relations de Louis XI avec l’Angleterre;Perinelle;Georges;male;1902;1903;1483;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1902_11;h2431;Angleterre
ENCPOS_1902_12;h2552;Étude sur la forêt de Roumare;Prévost;Michel;male;1902;1898;1902;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1902_12;h2552;forêt de Roumare
ENCPOS_1903_01;h0105;Essai sur Louis de Chalon, prince d’Orange et vicaire impérial en Bourgogne (1390-1463);Barbey;Frédéric;male;1903;1903;1463;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1903_01;h0105;Bourgogne
ENCPOS_1903_02;h0303;La miniature carolingienne dans le nord de la France;Boinet;Amédée;male;1903;1902;999;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1903_02;h0303;France
ENCPOS_1903_03;h0391;Histoire de la commune de Soissons et du groupe communal soissonnais;Bourgin;Georges;male;1903;1903;1903;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1903_03;h0391;Soissons
ENCPOS_1903_04;h0440;Essai sur la vie et le rôle d’Olivier IV, sire de Clisson et de Belleville, connétable de France (1336-1407);Bruel;François-Louis;male;1903;1903;1407;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1903_04;h0440;Belleville
ENCPOS_1903_05;h0658;Les marais de la Sèvre Niortaise et du Lay du Xe à la fin du XVIe siècle;Clouzot;Étienne;male;1903;1902;1599;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1903_05;h0658;Sèvre Niortaise
ENCPOS_1903_05;h0658;Les marais de la Sèvre Niortaise et du Lay du Xe à la fin du XVIe siècle;Clouzot;Étienne;male;1903;1902;1599;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1903_05;h0658;Lay du Xe
ENCPOS_1903_07;h1077;François de Valois, duc d’Alençon et d’Anjou, les Malcontents, les Pays-Bas (1554-1584);Esquer;Gabriel;male;1903;1904;1584;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1903_07;h1077;Anjou
ENCPOS_1903_07;h1077;François de Valois, duc d’Alençon et d’Anjou, les Malcontents, les Pays-Bas (1554-1584);Esquer;Gabriel;male;1903;1904;1584;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1903_07;h1077;Malcontents
ENCPOS_1903_07;h1077;François de Valois, duc d’Alençon et d’Anjou, les Malcontents, les Pays-Bas (1554-1584);Esquer;Gabriel;male;1903;1904;1584;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1903_07;h1077;Pays-Bas
ENCPOS_1903_09;h1334;Les états du comté Venaissin, depuis leurs origines jusqu’à la fin du XVIe siècle;Girard;Joseph;male;1903;1899;1600;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1903_09;h1334;comté Venaissin
ENCPOS_1903_11;h1598;Les péages du Rhône, de Tournon à la mer, étude sur les droits de navigation au Moyen Âge;Imbert;Léo;male;1903;1902;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1903_11;h1598;Rhône
ENCPOS_1903_11;h1598;Les péages du Rhône, de Tournon à la mer, étude sur les droits de navigation au Moyen Âge;Imbert;Léo;male;1903;1902;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1903_11;h1598;Tournon
ENCPOS_1903_13;h2111;La politique hors d’Espagne d’Alfonse II, roi d’Aragon (1162-1196), marquis de Provencce;Martin;Fernand-Eugène;male;1903;1903;1196;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1903_13;h2111;d'Espagne
ENCPOS_1903_13;h2111;La politique hors d’Espagne d’Alfonse II, roi d’Aragon (1162-1196), marquis de Provencce;Martin;Fernand-Eugène;male;1903;1903;1196;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1903_13;h2111;roi d'Aragon
ENCPOS_1903_13;h2111;La politique hors d’Espagne d’Alfonse II, roi d’Aragon (1162-1196), marquis de Provencce;Martin;Fernand-Eugène;male;1903;1903;1196;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1903_13;h2111;Provencce
ENCPOS_1903_14;h2376;Introduction au catalogue des actes de Ferri II dit III, roi d’Aragon (1251-1303);Pange, De;Jean;male;1903;1903;1303;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1903_14;h2376;roi d'Aragon
ENCPOS_1904_01;h0026;Barthélémy de Joux et l’évêché de Laon (1113-1150);Anchel;Robert;male;1904;1903;1150;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1904_01;h0026;Laon
ENCPOS_1904_04;h0751;Étude historique sur le Collège de Boissy de l’Université de Paris (1358-1764);Crépy;Georges;male;1904;1903;1764;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1904_04;h0751;Collège de Boissy
ENCPOS_1904_06;h0845;Essai sur l’histoire des comtes de Rodez au XIIe et au XIIIe siècle (1115-1304);Delmas;Ernest;male;1904;1903;1304;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1904_06;h0845;Rodez
ENCPOS_1904_09;h1066;Essai sur l’ornementation romane dans le département du Calvados;Engerand;Louis;male;1904;1902;1199;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1904_09;h1066;Calvados
ENCPOS_1904_10;h1489;Les transformations politiques du comté d’Anjou sous les premiers Capétiens, le gouvernement de Foulque-Nerra (987-1040);Halphen;Louis;male;1904;1902;1040;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1904_10;h1489;comté d'Anjou
ENCPOS_1904_10;h1489;Les transformations politiques du comté d’Anjou sous les premiers Capétiens, le gouvernement de Foulque-Nerra (987-1040);Halphen;Louis;male;1904;1902;1040;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1904_10;h1489;Foulque
ENCPOS_1904_11;h1520;La vie et les légations d’Hugues, évêque de Die (1073-1082);Henriot;Gabriel-Louis;male;1904;1902;1082;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1904_11;h1520;Die
ENCPOS_1904_12;h1906;Essai sur Fontarabie et les différends de cette ville avec le Labourd du XVe au XVIIIe siècle;Legrand;Théodoric;male;1904;1903;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1904_12;h1906;Labourd
ENCPOS_1904_16;h2234;Étude sur les relations entre le Saint-Siège et le royaume de France de 1099 à 1108 (Pascal II et Philippe Ier);Monod;Bernard;male;1904;1903;1108;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1904_16;h2234;Saint-Siège
ENCPOS_1904_16;h2234;Étude sur les relations entre le Saint-Siège et le royaume de France de 1099 à 1108 (Pascal II et Philippe Ier);Monod;Bernard;male;1904;1903;1108;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1904_16;h2234;royaume de France
ENCPOS_1904_17;h2375;Charles de Coucis, seigneur de Burie, capitaine et lieutenant du roi en Guyenne en l’absence du roi de Navarre (1491-1565);Pandin De Lussaudière;Jules;male;1904;1904;1565;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1904_17;h2375;Burie
ENCPOS_1904_17;h2375;Charles de Coucis, seigneur de Burie, capitaine et lieutenant du roi en Guyenne en l’absence du roi de Navarre (1491-1565);Pandin De Lussaudière;Jules;male;1904;1904;1565;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1904_17;h2375;Guyenne
ENCPOS_1904_18;h2420;Histoire de la draperie à Castres sous l’Ancien Régime;Pélissier;Edmond;male;1904;1904;1789;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1904_18;h2420;Castres
ENCPOS_1905_01;h0094;Le procès de Bigorre et les Debita regi Navarrae in comitatu Bigorrensi;Balencie;Gaston;male;1905;1903;1503;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1905_01;h0094;Bigorre
ENCPOS_1905_01;h0094;Le procès de Bigorre et les Debita regi Navarrae in comitatu Bigorrensi;Balencie;Gaston;male;1905;1903;1503;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1905_01;h0094;Bigorrensi
ENCPOS_1905_02;h0157;L’administration d’André Jubert de Bouville, intendant d’Orléans (1694-1709);Beaucorps, De;Charles;male;1905;1904;1709;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1905_02;h0157;Orléans
ENCPOS_1905_03;h0404;Arnoul, évêque de Lisieux (1141-1184), études sur les manuscrits de ses lettres, poésies et sermons et sur quelques points de sa biographie;Bouteron;Marcel;male;1905;1903;1184;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1905_03;h0404;Lisieux
ENCPOS_1905_04;h0405;Catalogue des actes des évêques et archevêques de Tours (VIIIe-XIe siècles), précédé d’une introduction chronologique sur l’époque de la mort de Saint Martin;Boutillier Du Retail;Armand;male;1905;1901;1099;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1905_04;h0405;Tours
ENCPOS_1905_05;h0471;Étude historique sur le Collège de Fortet, de l’Université de Paris (1394-1764);Busquet;Raoul;male;1905;1903;1764;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1905_05;h0471;Collège de Fortet
ENCPOS_1905_10;h0845;Essai historique sur le chapitre Saint-Germain-l’Auxerrois de Paris (VIIe-XVIIIe siècle);Delmas;Ernest;male;1905;1901;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1905_10;h0845;Saint-Germain-l'Auxerrois
ENCPOS_1905_10;h0845;Essai historique sur le chapitre Saint-Germain-l’Auxerrois de Paris (VIIe-XVIIIe siècle);Delmas;Ernest;male;1905;1901;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1905_10;h0845;Paris
ENCPOS_1905_11;h1606;Le royaume de Bourgogne sous les empereurs franconiens (1038-1125), essai sur la domination impériale dans l’est et le sud-est de la France aux xie et xie siècles;Jacob;Louis;male;1905;1902;1125;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1905_11;h1606;royaume de Bourgogne
ENCPOS_1905_11;h1606;Le royaume de Bourgogne sous les empereurs franconiens (1038-1125), essai sur la domination impériale dans l’est et le sud-est de la France aux xie et xie siècles;Jacob;Louis;male;1905;1902;1125;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1905_11;h1606;France
ENCPOS_1905_12;h1962;L’abbaye de Cluny et le Saint-siège (910-fin du XIIIe siècle);Letonnelier;Gaston;male;1905;1902;1299;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1905_12;h1962;abbaye de Cluny
ENCPOS_1905_12;h1962;L’abbaye de Cluny et le Saint-siège (910-fin du XIIIe siècle);Letonnelier;Gaston;male;1905;1902;1299;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1905_12;h1962;Saint-siège
ENCPOS_1905_13;h2002;André-Hercules de Fleury, évêque de Fréjus et précepteur de Louis XV (1623-1726);Lorber;Paul;male;1905;1904;1726;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1905_13;h2002;évêque de Fréjus
ENCPOS_1905_15;h2551;Histoire de la formation territoriale du village édifié sur la butte Montmartre et ses environs immédiats;Pressac;Pierre;male;1905;1901;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1905_15;h2551;Montmartre
ENCPOS_1905_16;h2561;Les états du comté de Bourgogne des origines à 1477;Prost;Henri;male;1905;1899;1477;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1905_16;h2561;comté de Bourgogne
ENCPOS_1905_17;h2696;L’abbaye bénédictine de Notre-dame-aux-Nonnains de troyes, des origines à l’année 1519;Rohmer;Régis;male;1905;1901;1519;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1905_17;h2696;Notre-dame-aux-Nonnains
ENCPOS_1905_17;h2696;L’abbaye bénédictine de Notre-dame-aux-Nonnains de troyes, des origines à l’année 1519;Rohmer;Régis;male;1905;1901;1519;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1905_17;h2696;troyes
ENCPOS_1906_03;h0248;Histoire de l’église collégiale Saint-Etienne de Troyes (1157-fin du XVIe siècle);Beuve;Octave;male;1906;1903;1599;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1906_03;h0248;Saint-Etienne de Troyes
ENCPOS_1906_04;h0482;Le Collège de Laon à Paris. Essai sur son fondateur et son histoire depuis sa création (1314-1764);Cahen;Henri;male;1906;1903;1764;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1906_04;h0482;Collège de Laon
ENCPOS_1906_04;h0482;Le Collège de Laon à Paris. Essai sur son fondateur et son histoire depuis sa création (1314-1764);Cahen;Henri;male;1906;1903;1764;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1906_04;h0482;Paris
ENCPOS_1906_05;h0484;Les rapports de la commune de Lyon avec Charles VII et Louis XI au point de vue financier (1423-1483);Caillet;Louis;male;1906;1903;1483;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1906_05;h0484;Lyon
ENCPOS_1906_08;h0699;Le Comte Vert (Amédée VI de Savoie). Sa politique extérieure au Nord des Alpes;Cordey;Jean;male;1906;1903;1383;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1906_08;h0699;Nord
ENCPOS_1906_08;h0699;Le Comte Vert (Amédée VI de Savoie). Sa politique extérieure au Nord des Alpes;Cordey;Jean;male;1906;1903;1383;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1906_08;h0699;Alpes
ENCPOS_1906_09;h0705;Étude sur les forêts du Nivernais particulièrement du quinzième à la fin du XVIIIe siècle;Cornu;Paul;male;1906;1903;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1906_09;h0705;Nivernais
ENCPOS_1906_10;h0470;Vie et œuvres de Michel Vascoan, imprimeur à Paris (de 1532 à 1577);Bus;Charles du;male;1906;1904;1577;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1906_10;h0470;Paris
ENCPOS_1906_12;h1115;L’histoire de la ville de Vienne aux XIVe et XVe siècles (1328-1454);Faure;Claude;female;1906;1903;1454;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1906_12;h1115;Vienne
ENCPOS_1906_14;h1414;La cité de Limoges. Son évêque, son chapitre, son consulat (XIIe-XVIIIe siècles);Grenier;Paul-Louis;male;1906;1903;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1906_14;h1414;Limoges
ENCPOS_1906_17;h2119;Étude archéologique des ruines de l’abbaye de Jumièges (Seine inférieure);Martin Du Gard;Roger;male;1906;1898;1906;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1906_17;h2119;abbaye de Jumièges
ENCPOS_1906_17;h2119;Étude archéologique des ruines de l’abbaye de Jumièges (Seine inférieure);Martin Du Gard;Roger;male;1906;1898;1906;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1906_17;h2119;Seine
ENCPOS_1906_18;h2676;L’abbaye de Saint-Remi de Reims depuis le xie siècle jusqu’à la commende (1473) : son organisation intérieure et son pouvoir temporel;Robert;Gaston;male;1906;1902;1473;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1906_18;h2676;abbaye de Saint-Remi de Reims
ENCPOS_1906_18;h2676;L’abbaye de Saint-Remi de Reims depuis le xie siècle jusqu’à la commende (1473) : son organisation intérieure et son pouvoir temporel;Robert;Gaston;male;1906;1902;1473;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1906_18;h2676;commende
ENCPOS_1907_01;h0060;La cathédrale de Senlis : étude archéologique;Aubert;Marcel;male;1907;1903;1499;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1907_01;h0060;Senlis 
ENCPOS_1907_02;h0497;Les origines de l’intendance de Bretagne;Canal;Séverin;male;1907;1904;1789;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1907_02;h0497;Bretagne
ENCPOS_1907_03;h0623;La constitution communale d’Épinal sous la domination des évêques de Metz (983-1444);Chevreux;Charles;male;1907;1902;1444;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1907_03;h0623;Épinal
ENCPOS_1907_03;h0623;La constitution communale d’Épinal sous la domination des évêques de Metz (983-1444);Chevreux;Charles;male;1907;1902;1444;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1907_03;h0623;Metz
ENCPOS_1907_05;h0676;Les actes de l’abbaye de Marmoutier jusque vers le milieu du XIIe siècle;Colmant;Pierre;male;1907;1900;1150;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1907_05;h0676;abbaye de Marmoutier
ENCPOS_1907_06;h0794;L’abbaye de Saint-Médard de Soissons, des origines au XIVe siècle;Dauverné;Jules;male;1907;1901;1399;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1907_06;h0794;abbaye de Saint-Médard de Soissons
ENCPOS_1907_07;h0888;Essai sur la chronologie et la généalogie des comtes d’Angoulême, du milieu du IXe siècle à la fin du xie;Desages;Charles;male;1907;1902;1110;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1907_07;h0888;comtes d'Angoulême
ENCPOS_1907_08;h0904;Étude sur les contestations de limites et les traités de neutralité entre la Franche-Comté et les terres françaises de Champagne et de Bourgogne jusqu’aux accords de 1612-1614;Destray;Paul;male;1907;1904;1614;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1907_08;h0904;Bourgogne
ENCPOS_1907_09;h1218;Essai sur les voies de recours devant l’Échiquier de Normandie au XIVe siècle;Fréville De Lorme, De;Robert;male;1907;1903;1399;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1907_09;h1218;Échiquier de Normandie
ENCPOS_1907_11;h1565;Les paysans de Cluny;Houdayer;Raymond;male;1907;1902;1199;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1907_11;h1565;Cluny
ENCPOS_1907_12;h1788;Études sur le comté du Maine (820-1110);Latouche;Robert;male;1907;1902;1110;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1907_12;h1788;comté du Maine
ENCPOS_1907_13;h2150;Relations de Pierre IV le Cérémonieux, roi d’Aragon, avec la France, de 1340 à 1380;Maupassant, De;Jean;male;1907;1903;1380;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1907_13;h2150;roi d'Aragon
ENCPOS_1907_14;h2283;L’ambassade de Particelli d Héméry en Piémont (1636-1639);Mun, De;Gabriel;male;1907;1904;1639;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1907_14;h2283;Piémont
ENCPOS_1907_17;h2679;Bernard de la Sauvetat, abbé de Sahagun, archévêque de Tolède (vers 1040-1124), et la réforme clunisienne en Espagne au xie et au xie siècle;Robin;Marcel;male;1907;1902;1124;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1907_17;h2679;abbé de Sahagun
ENCPOS_1907_17;h2679;Bernard de la Sauvetat, abbé de Sahagun, archévêque de Tolède (vers 1040-1124), et la réforme clunisienne en Espagne au xie et au xie siècle;Robin;Marcel;male;1907;1902;1124;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1907_17;h2679;Tolède
ENCPOS_1907_17;h2679;Bernard de la Sauvetat, abbé de Sahagun, archévêque de Tolède (vers 1040-1124), et la réforme clunisienne en Espagne au xie et au xie siècle;Robin;Marcel;male;1907;1902;1124;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1907_17;h2679;Espagne
ENCPOS_1907_19;h2736;Essai historique et généalogique sur les comtes de Roucy (948-1212);Roussen De Florival, De;Henri;male;1907;1902;1212;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1907_19;h2736;Roucy
ENCPOS_1908_02;h0220;Formation et organisation du département de l’Allier;Berniawski;Louis;male;1908;1904;1908;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_02;h0220;Allier
ENCPOS_1908_03;h0316;Catalogue des actes de François II, roi de France (10 juillet 1559-5 décembre 1560);Bondois;Paul M.;male;1908;1904;1560;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_03;h0316;roi de France
ENCPOS_1908_04;h0444;Catalogue des actes de Ponthieu (XIe siècle – 1279);Brunel;Clovis;male;1908;1902;1279;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_04;h0444;Ponthieu
ENCPOS_1908_05;h0467;L’Hôtel royal des Invalides (1674-1789);Burnand;Robert;male;1908;1904;1789;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_05;h0467;Hôtel royal des Invalides
ENCPOS_1908_06;h1014;Le Soissonnais de 1787 à 1790;Dupont;Henri;male;1908;1904;1790;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_06;h1014;Soissonnais
ENCPOS_1908_07;h1164;Étude sur les Eclogae et le Liber officialis d’Amalaire précédées d’une notice biographique;Flicoteaux;Emmanuel;male;1908;1902;850;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_07;h1164;Eclogae
ENCPOS_1908_09;h1405;La Provence au milieu du XIIIe siècle;Graziani;Paul;male;1908;1903;1280;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_09;h1405;La Provence
ENCPOS_1908_10;h1781;Le tribunal du clerc dans l’empire romain et la Gaule mérovingienne jusqu’en 614;Lardé;Georges;male;1908;1898;614;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_10;h1781;Gaule mérovingienne
ENCPOS_1908_11;h1811;Le langage parlé en Bourbonnais aux XIIIe et XIVe siècles;Lavergne;Géraud;male;1908;1903;1399;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_11;h1811;Bourbonnais
ENCPOS_1908_12;h2108;Jean le Bègue, greffier de la Chambre des comptes de Paris;Martin;André;male;1908;1903;1457;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_12;h2108;Chambre des comptes de Paris
ENCPOS_1908_13;h2137;Étude sur le marais de Bordeaux et de Bruges, de l’édit de 1599 à la Révolution;Mathieu;Georges;male;1908;1904;1789;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_13;h2137;marais de Bordeaux
ENCPOS_1908_13;h2137;Étude sur le marais de Bordeaux et de Bruges, de l’édit de 1599 à la Révolution;Mathieu;Georges;male;1908;1904;1789;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_13;h2137;Bruges
ENCPOS_1908_14;h2198;Études sur la politique royale à l’égard de la noblesse et des villes consulaires dans la sénéchaussée de Beaucaire au temps de saint Louis;Michel;Robert;male;1908;1903;1270;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_14;h2198;Beaucaire
ENCPOS_1908_15;h2278;Le sieur de Longlée, résident de France à Madrid et les relations officielles de la France et de l’Espagne de 1583 à 1589;Mousset;Albert;male;1908;1904;1589;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_15;h2278;Longlée
ENCPOS_1908_15;h2278;Le sieur de Longlée, résident de France à Madrid et les relations officielles de la France et de l’Espagne de 1583 à 1589;Mousset;Albert;male;1908;1904;1589;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_15;h2278;Madrid
ENCPOS_1908_15;h2278;Le sieur de Longlée, résident de France à Madrid et les relations officielles de la France et de l’Espagne de 1583 à 1589;Mousset;Albert;male;1908;1904;1589;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_15;h2278;France
ENCPOS_1908_15;h2278;Le sieur de Longlée, résident de France à Madrid et les relations officielles de la France et de l’Espagne de 1583 à 1589;Mousset;Albert;male;1908;1904;1589;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_15;h2278;l'Espagne
ENCPOS_1908_16;h2633;La seigneurie de Montfort au diocèse de Chartres depuis l’origine jusqu’à la réunion au duché de Bretagne (Xe-XIVe siècle);Rhein;André;male;1908;1902;1399;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_16;h2633;seigneurie de Montfort
ENCPOS_1908_16;h2633;La seigneurie de Montfort au diocèse de Chartres depuis l’origine jusqu’à la réunion au duché de Bretagne (Xe-XIVe siècle);Rhein;André;male;1908;1902;1399;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_16;h2633;Chartres
ENCPOS_1908_16;h2633;La seigneurie de Montfort au diocèse de Chartres depuis l’origine jusqu’à la réunion au duché de Bretagne (Xe-XIVe siècle);Rhein;André;male;1908;1902;1399;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_16;h2633;duché de Bretagne
ENCPOS_1908_17;h2790;L’abbaye de Saint-Martin de Troarn au diocèse de Bayeux, des origines au XVIe siècle;Sauvage;René-Norbert;male;1908;1901;1599;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_17;h2790;abbaye de Saint-Martin de Troarn
ENCPOS_1908_17;h2790;L’abbaye de Saint-Martin de Troarn au diocèse de Bayeux, des origines au XVIe siècle;Sauvage;René-Norbert;male;1908;1901;1599;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_17;h2790;diocèse de Bayeux
ENCPOS_1908_19;h2991;Études sur le commerce des grains dans la généralité de Rouen au XVIIIe siècle;Valmont;Gustave;male;1908;1904;1799;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1908_19;h2991;Rouen
ENCPOS_1909_01;h0197;Compiègne depuis la fondation de Saint-Corneille jusqu’à l’abolition de la Commune (877-1319);Béreux;Jean;male;1909;1902;1319;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1909_01;h0197;Saint-Corneille
ENCPOS_1909_03;h0408;Étude sur l’Hôtel-Dieu d’Orléans au Moyen Âge et au XVIe siècle;Bouvier;Pierre;male;1909;1902;1599;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1909_03;h0408;Hôtel-Dieu d'Orléans
ENCPOS_1909_04;h1291;Le gouvernement du maréchal de Matignon en Guyenne pendant l’interrègne (1589-1594);Gebelin;François;male;1909;1904;1594;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1909_04;h1291;Guyenne
ENCPOS_1909_05;h1405;Maillebois et l’insurrection corse (1739-1742);Graziani;Paul;male;1909;1904;1742;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1909_05;h1405;Maillebois
ENCPOS_1909_06;h1473;L’école gothique religieuse du midi de la France;Guitard;Eugène;male;1909;1903;1399;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1909_06;h1473;France
ENCPOS_1909_07;h1736;Essai sur le Béarn sous l’administration de l’intendant d’Étigny (1751-1767);Lafond;Jean;male;1909;1904;1767;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1909_07;h1736;Béarn
ENCPOS_1909_08;h1757;Charles le Masle, évêque constitutionnel du département du Morbihan;Lanco;Pascal;male;1909;1904;1793;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1909_08;h1757;Morbihan
ENCPOS_1909_10;h1885;Étude sur la Bouquechardière de Jean de Courcy;Lécureux;Lucien;male;1909;1903;1396;https://dev.chartes.psl.eu/dts/document?id=ENCPOS_1909_10;h1885;Bouquechardière de Jean de Courcy
